Name,Kingdom,Species,%identity,%cover,Length,Matches Percentage
AQP 4854,Bacteria,"Shewanella frigidimarina 99.85%
Shewanella baltica 99.08%
Shewanella vesiculosa 98.68%
Shewanella livingstonensis 98.53%",99.85%,100.00%,680,"Shewanella frigidimarina 99.85%
Shewanella vesiculosa 98.68%
Shewanella livingstonensis 98.53%
Shewanella baltica 99.08%
Shewanella basaltis 97.64%
Shewanella inventionis 97.49%
Shewanella hafniensis 97.34%
Shewanella putrefaciens 97.19%
Shewanella glacialipiscicola 96.88%
Shewanella profunda 96.74%
Shewanella morhuae 96.59%
Shewanella decolorationis 96.45%
Shewanella donghaensis 96.18%
Shewanella algicola 96.72%
Shewanella seohaensis 96.30%
Shewanella xiamenensis 96.17%
Shewanella gaetbuli 95.75%
Shewanella japonica 95.59%
Shewanella electrodiphila 96.12%
Shewanella aestuarii 96.93%"
AQP 4921,Bacteria,"Shewanella frigidimarina 100.00%
Shewanella baltica 99.13%
Shewanella vesiculosa 98.69%
Shewanella livingstonensis 98.52%",100.00%,99.67%,610,"Shewanella frigidimarina 100.00%
Shewanella vesiculosa 98.69%
Shewanella livingstonensis 98.52%
Shewanella baltica 99.13%
Shewanella basaltis 97.69%
Shewanella inventionis 97.52%
Shewanella hafniensis 97.36%
Shewanella putrefaciens 97.19%
Shewanella glacialipiscicola 96.84%
Shewanella profunda 96.69%
Shewanella donghaensis 96.39%
Shewanella morhuae 96.52%
Shewanella decolorationis 96.36%
Shewanella seohaensis 96.20%
Shewanella algicola 95.92%
Shewanella gaetbuli 95.91%
Shewanella electrodiphila 95.75%
Shewanella xiamenensis 96.05%
Shewanella japonica 95.72%
Shewanella aestuarii 97.07%"
AQP 4255,Bacteria,"Shewanella kaireitica 99.02%
Shewanella piezotolerans 99.02%
Shewanella psychrophila 99.02%",99.02%,100.00%,306,"Shewanella kaireitica 99.02%
Shewanella piezotolerans WP3 99.02%
Shewanella psychrophila 99.02%
Shewanella halifaxensis HAW-EB4 97.72%
Shewanella pealeana 97.39%
Shewanella sairae 97.39%
Shewanella schlegeliana 97.39%
Shewanella marinintestina 97.39%
Shewanella pneumatophori 97.39%
Shewanella fidelis 96.74%
Shewanella donghaensis 96.42%
Shewanella gelidimarina 96.42%
Shewanella frigidimarina 96.09%
Shewanella vesiculosa 95.77%
Shewanella livingstonensis 95.44%
Shewanella surugensis 95.44%
Shewanella inventionis 95.44%
Shewanella hafniensis 95.11%
Shewanella basaltis 95.11%"
AQP 9393,Bacteria,"Shewanella loihica 98.66%
Shewanella aquimarina 98.66%",98.66%,100.00%,746,"Shewanella loihica 98.66%
Shewanella aquimarina 98.66%
Shewanella marisflavi 97.32%
Shewanella waksmanii 96.92%
Shewanella algidipiscicola 95.98%
Shewanella colwelliana 95.98%
Shewanella gelidii 95.18%
Shewanella pneumatophori 95.17%
Shewanella schlegeliana 95.04%"
AQP 4324,Bacteria,Sporosarcina aquimarina,99.55%,99.55%,444,"Sporosarcina aquimarina 99.55%
Sporosarcina contaminans 95.26%
Sporosarcina soli 94.58%
Sporosarcina koreensis 94.58%
Filibacter limicola 93.91%"
AQP 9423,Bacteria,Staphylococcus warneri,99.87%,100.00%,756,"Staphylococcus warneri 99.87%
Staphylococcus pasteuri 99.08%
Staphylococcus epidermidis 98.28%
Staphylococcus caprae 98.02%
Staphylococcus capitis subsp. urealyticus 98.02%
Staphylococcus capitis 97.89%
Staphylococcus saccharolyticus 97.75%
Staphylococcus lugdunensis 97.75%
Staphylococcus devriesei 97.75%
Staphylococcus hominis 97.62%
Staphylococcus auricularis 97.62%
Staphylococcus petrasii 97.49%
Staphylococcus haemolyticus 97.49%
Staphylococcus aureus 97.49%
Staphylococcus simiae CCM 7213 = CCUG 51256 97.49%
Staphylococcus hominis subsp. novobiosepticus 97.49%
Staphylococcus xylosus 97.36%
Staphylococcus ureilyticus 97.36%
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292 97.36%
Staphylococcus saprophyticus 97.23%"
AQP 9443,Bacteria,Staphylococcus xylosus,100.00%,100.00%,782,"Staphylococcus xylosus 100.00%
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292 99.62%
Staphylococcus edaphicus 99.49%
Staphylococcus saprophyticus 99.36%
Staphylococcus gallinarum 98.85%
Staphylococcus ureilyticus 98.72%
Staphylococcus succinus subsp. succinus 98.72%
Staphylococcus arlettae 98.72%
Staphylococcus cohnii 98.59%
Staphylococcus equorum subsp. linens 98.59%
Staphylococcus equorum 98.59%
Staphylococcus casei 98.47%
Staphylococcus haemolyticus 98.08%
Staphylococcus nepalensis 97.96%
Staphylococcus petrasii 97.83%
Staphylococcus pragensis 97.83%
Staphylococcus devriesei 97.83%
Staphylococcus croceilyticus 97.70%
Staphylococcus hominis 97.70%
Staphylococcus lugdunensis 97.70%"
AQP 9484,Bacteria,Staphylococcus xylosus,100.00%,100.00%,774,"Staphylococcus xylosus 100.00%
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292 99.61%
Staphylococcus edaphicus 99.48%
Staphylococcus saprophyticus 99.35%
Staphylococcus gallinarum 98.84%
Staphylococcus ureilyticus 98.71%
Staphylococcus succinus subsp. succinus 98.71%
Staphylococcus arlettae 98.71%
Staphylococcus cohnii 98.58%
Staphylococcus equorum subsp. linens 98.58%
Staphylococcus equorum 98.58%
Staphylococcus casei 98.45%
Staphylococcus haemolyticus 98.06%
Staphylococcus nepalensis 97.94%
Staphylococcus petrasii 97.80%
Staphylococcus pragensis 97.80%
Staphylococcus devriesei 97.80%
Staphylococcus croceilyticus 97.67%
Staphylococcus hominis 97.67%
Staphylococcus lugdunensis 97.67%"
AQP 9506,Bacteria,Staphylococcus xylosus,99.60%,100.00%,501,"Staphylococcus xylosus 99.60%
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292 99.00%
Staphylococcus edaphicus 98.80%
Staphylococcus saprophyticus 98.60%
Staphylococcus gallinarum 97.80%
Staphylococcus arlettae 97.80%
Staphylococcus ureilyticus 97.60%
Staphylococcus succinus subsp. succinus 97.60%
Staphylococcus equorum subsp. linens 97.60%
Staphylococcus equorum 97.60%
Staphylococcus cohnii 97.41%
Staphylococcus casei 97.21%
Staphylococcus haemolyticus 97.01%
Staphylococcus nepalensis 96.81%
Staphylococcus devriesei 96.81%
Staphylococcus petrasii 96.61%
Staphylococcus pragensis 96.61%
Staphylococcus hominis 96.61%
Staphylococcus croceilyticus 96.41%
Staphylococcus lugdunensis 96.41%"
AQP 9563,Bacteria,Staphylococcus xylosus,100.00%,100.00%,850,"Staphylococcus xylosus 100.00%
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292 99.65%
Staphylococcus edaphicus 99.53%
Staphylococcus saprophyticus 99.41%
Staphylococcus gallinarum 98.94%
Staphylococcus ureilyticus 98.82%
Staphylococcus succinus subsp. succinus 98.82%
Staphylococcus arlettae 98.82%
Staphylococcus cohnii 98.71%
Staphylococcus equorum subsp. linens 98.71%
Staphylococcus equorum 98.71%
Staphylococcus casei 98.59%
Staphylococcus haemolyticus 98.24%
Staphylococcus nepalensis 98.12%
Staphylococcus petrasii 98.00%
Staphylococcus pragensis 98.00%
Staphylococcus devriesei 98.00%
Staphylococcus croceilyticus 97.88%
Staphylococcus hominis 97.88%
Staphylococcus lugdunensis 97.88%"
AQP 9580,Bacteria,Staphylococcus xylosus,100.00%,100.00%,769,"Staphylococcus xylosus 100.00%
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292 99.61%
Staphylococcus edaphicus 99.48%
Staphylococcus saprophyticus 99.35%
Staphylococcus gallinarum 98.83%
Staphylococcus ureilyticus 98.70%
Staphylococcus succinus subsp. succinus 98.70%
Staphylococcus arlettae 98.70%
Staphylococcus cohnii 98.57%
Staphylococcus equorum subsp. linens 98.57%
Staphylococcus equorum 98.57%
Staphylococcus casei 98.44%
Staphylococcus haemolyticus 98.05%
Staphylococcus nepalensis 97.92%
Staphylococcus petrasii 97.79%
Staphylococcus pragensis 97.79%
Staphylococcus devriesei 97.79%
Staphylococcus croceilyticus 97.66%
Staphylococcus hominis 97.66%
Staphylococcus lugdunensis 97.66%"
AQP 9622,Bacteria,Staphylococcus xylosus,100.00%,100.00%,813,"Staphylococcus xylosus 100.00%
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292 99.63%
Staphylococcus edaphicus 99.51%
Staphylococcus saprophyticus 99.38%
Staphylococcus gallinarum 98.89%
Staphylococcus ureilyticus 98.77%
Staphylococcus succinus subsp. succinus 98.77%
Staphylococcus arlettae 98.77%
Staphylococcus cohnii 98.65%
Staphylococcus equorum subsp. linens 98.65%
Staphylococcus equorum 98.65%
Staphylococcus casei 98.52%
Staphylococcus haemolyticus 98.15%
Staphylococcus nepalensis 98.03%
Staphylococcus petrasii 97.91%
Staphylococcus pragensis 97.91%
Staphylococcus devriesei 97.91%
Staphylococcus croceilyticus 97.79%
Staphylococcus hominis 97.79%
Staphylococcus lugdunensis 97.79%"
AQP 9630,Bacteria,Staphylococcus xylosus,99.60%,100.00%,500,"Staphylococcus xylosus 99.60%
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292 99.00%
Staphylococcus edaphicus 98.80%
Staphylococcus saprophyticus 98.60%
Staphylococcus gallinarum 97.80%
Staphylococcus succinus subsp. succinus 97.80%
Staphylococcus arlettae 97.80%
Staphylococcus equorum subsp. linens 97.80%
Staphylococcus equorum 97.80%
Staphylococcus ureilyticus 97.60%
Staphylococcus casei 97.41%
Staphylococcus cohnii 97.41%
Staphylococcus haemolyticus 97.01%
Staphylococcus nepalensis 96.81%
Staphylococcus devriesei 96.81%
Staphylococcus petrasii 96.61%
Staphylococcus pragensis 96.61%
Staphylococcus hominis 96.61%
Staphylococcus croceilyticus 96.41%
Staphylococcus lugdunensis 96.41%"
AQP 9452,Bacteria,"Stappia meyerae 97.21%
Stappia conradae 96.95%
Labrenzia marina 96.95%",97.21%,100.00%,787,"Stappia meyerae 97.21%
Stappia conradae 96.95%
Labrenzia marina 96.95%
Polymorphum gilvum SL003B-26A1 96.58%
Roseibium aquae 96.44%
Stappia carboxidovorans 96.32%
Labrenzia aggregata 96.32%
Labrenzia alba 96.21%
Roseibium hamelinense 96.18%
Labrenzia aggregata IAM 12614 95.94%
Labrenzia salina 95.81%
Labrenzia alexandrii 95.44%
Roseibium sediminis 95.43%
Stappia indica 95.06%"
AQP 9459,Bacteria,"Stappia meyerae 97.30%
Stappia conradae 97.06%
Labrenzia marina 97.05%",97.30%,100.00%,813,"Stappia meyerae 97.30%
Stappia conradae 97.06%
Labrenzia marina 97.05%
Polymorphum gilvum SL003B-26A1 96.69%
Roseibium aquae 96.56%
Stappia carboxidovorans 96.44%
Labrenzia aggregata 96.44%
Labrenzia alba 96.33%
Roseibium hamelinense 96.19%
Labrenzia aggregata IAM 12614 96.07%
Labrenzia salina 95.95%
Labrenzia alexandrii 95.58%
Roseibium sediminis 95.58%
Stappia indica 95.21%
Roseibium denhamense 95.09%
Stappia taiwanensis 95.09%
Pannonibacter phragmitetus 95.45%"
AQP 9571,Bacteria,"Sufflavibacter maritimus 100.00%
Zunongwangia profunda 99.88%",100.00%,100.00%,812,"Sufflavibacter maritimus 100.00%
Zunongwangia profunda SM-A87 99.88%
Zunongwangia mangrovi 97.17%
Zunongwangia atlantica 22II14-10F7 95.71%
Zunongwangia flava 95.69%
Zunongwangia endophytica 95.47%"
AQP 9530,Bacteria,Tenacibaculum crassostreae,98.17%,100.00%,814,"Tenacibaculum crassostreae 98.17%
Tenacibaculum adriaticum 96.69%
Tenacibaculum aestuarii 96.32%
Tenacibaculum lutimaris 95.95%
Tenacibaculum discolor 95.85%
Tenacibaculum sediminilitoris 95.84%
Tenacibaculum ascidiaceicola 95.73%
Tenacibaculum litoreum 95.62%
Tenacibaculum soleae 95.35%
Tenacibaculum gallaicum 95.23%
Tenacibaculum aiptasiae 95.00%
Tenacibaculum mesophilum 96.17%
Tenacibaculum caenipelagi 95.81%"
AQP 9399,Bacteria,"Thalassobacillus devorans 98.47%
Thalassobacillus pellis 97.70%
Thalassobacillus hwangdonensis 97.07%",98.47%,100.00%,784,"Thalassobacillus devorans 98.47%
Thalassobacillus pellis 97.70%
Thalassobacillus hwangdonensis 97.07%
Halobacillus mangrovi 96.17%
Halobacillus alkaliphilus 95.92%
Halobacillus yeomjeoni 95.79%
Thalassobacillus cyri 95.02%
Halobacillus dabanensis 95.79%
Halobacillus profundi 95.66%
Halobacillus halophilus 95.54%
Halobacillus litoralis 95.54%
Halobacillus andaensis 95.41%
Halobacillus campisalis 95.41%
Halobacillus trueperi 95.41%
Halobacillus kuroshimensis 95.29%
Halobacillus karajensis 95.16%
Aquibacillus albus 95.04%
Halobacillus faecis 95.03%
Aquibacillus koreensis 95.04%"
AQP 9418,Bacteria,Thalassobacillus hwangdonensis,99.75%,100.00%,798,"Thalassobacillus hwangdonensis 99.75%
Thalassobacillus devorans 97.62%
Thalassobacillus pellis 96.62%
Halobacillus mangrovi 95.99%
Halobacillus alkaliphilus 95.86%
Halobacillus andaensis 95.74%
Halobacillus campisalis 95.61%"
AQP 4188,Bacteria,"Thalassospira australica 99.54%
Thalassospira povalilytica 99.54%
Thalassospira lucentensis 99.54%
Thalassospira lohafexi 99.54%",99.54%,100.00%,659,"Thalassospira australica 99.54%
Thalassospira povalilytica 99.54%
Thalassospira lucentensis MCCC 1A00383 = DSM 14000 99.54%
Thalassospira lohafexi 99.54%
Thalassospira xianhensis MCCC 1A02616 99.09%
Thalassospira permensis NBRC 106175 98.94%
Thalassospira profundimaris WP0211 98.94%
Thalassospira alkalitolerans 98.63%
Thalassospira marina 98.63%
Thalassospira tepidiphila MCCC 1A03514 98.63%
Thalassospira xiamenensis 98.33%
Thalassospira indica 98.33%
Thalassospira mesophila 98.18%"
AQP 4174,Bacteria,"Thalassospira australica 99.67%
Thalassospira povalilytica 99.67%
Thalassospira lucentensis 99.50%
Thalassospira lohafexi 99.50%",99.67%,100.00%,603,"Thalassospira australica 99.67%
Thalassospira povalilytica 99.67%
Thalassospira lucentensis MCCC 1A00383 = DSM 14000 99.50%
Thalassospira lohafexi 99.50%
Thalassospira profundimaris WP0211 99.00%
Thalassospira tepidiphila MCCC 1A03514 99.00%
Thalassospira indica 99.00%
Thalassospira permensis NBRC 106175 99.00%
Thalassospira xianhensis MCCC 1A02616 99.00%
Thalassospira alkalitolerans 98.67%
Thalassospira marina 98.67%
Thalassospira xiamenensis 98.34%
Thalassospira mesophila 98.18%"
AQP 9390,Bacteria,Vibrio alginolyticus,100.00%,99.62%,781,"Vibrio alginolyticus 100.00%
Vibrio parahaemolyticus 99.74%
Vibrio campbellii CAIM 519 = NBRC 15631 99.74%
Vibrio rotiferianus CAIM 577 = LMG 21460 99.62%
Vibrio campbellii 99.49%
Vibrio owensii CAIM 1854 = LMG 25443 99.36%
Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759 99.36%
Vibrio pelagius 99.23%
Vibrio neocaledonicus 99.11%
Vibrio harveyi 99.10%
Vibrio jasicida CAIM 1864 = LMG 25398 98.98%
Vibrio galatheae 98.85%
Vibrio hyugaensis 99.09%
Vibrio azureus 98.59%
Vibrio crosai 98.47%
Vibrio proteolyticus 98.34%
Vibrio europaeus 98.21%
Catenococcus thiocycli 98.21%
Vibrio diabolicus 98.21%
Vibrio barjaei 97.81%"
AQP 9445,Bacteria,"Vibrio alginolyticus 99.84%
Vibrio parahaemolyticus 99.53%
Vibrio campbellii 99.53%
Vibrio owensii 99.53%",99.84%,100.00%,641,"Vibrio alginolyticus 99.84%
Vibrio parahaemolyticus 99.53%
Vibrio campbellii CAIM 519 = NBRC 15631 99.53%
Vibrio owensii CAIM 1854 = LMG 25443 99.53%
Vibrio rotiferianus CAIM 577 = LMG 21460 99.38%
Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759 99.38%
Vibrio neocaledonicus 99.22%
Vibrio campbellii 99.22%
Vibrio pelagius 99.22%
Vibrio hyugaensis 98.91%
Vibrio harveyi 99.06%
Vibrio jasicida CAIM 1864 = LMG 25398 99.06%
Vibrio galatheae 98.75%
Vibrio azureus 98.44%
Vibrio crosai 98.13%
Vibrio jasicida 98.13%
Vibrio proteolyticus 98.13%
Vibrio diabolicus 98.13%
Catenococcus thiocycli 98.13%
Vibrio europaeus 97.82%"
AQP 9583,Bacteria,"Vibrio alginolyticus 99.71%
Vibrio parahaemolyticus 99.41%
Vibrio campbellii 99.41%",99.71%,100.00%,681,"Vibrio alginolyticus 99.71%
Vibrio parahaemolyticus 99.41%
Vibrio campbellii CAIM 519 = NBRC 15631 99.41%
Vibrio owensii CAIM 1854 = LMG 25443 99.27%
Vibrio rotiferianus CAIM 577 = LMG 21460 99.27%
Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759 99.27%
Vibrio campbellii 99.12%
Vibrio pelagius 99.12%
Vibrio neocaledonicus 98.98%
Vibrio harveyi 98.97%
Vibrio hyugaensis 99.10%
Vibrio jasicida CAIM 1864 = LMG 25398 98.83%
Vibrio galatheae 98.68%
Vibrio azureus 98.38%
Vibrio proteolyticus 98.09%
Catenococcus thiocycli 97.95%
Vibrio crosai 97.94%
Vibrio diabolicus 97.95%
Vibrio jasicida 97.81%
Vibrio europaeus 97.65%"
AQP 4816,Bacteria,"Vibrio atlanticus 98.59%
Vibrio tasmaniensis 98.21%
Vibrio pomeroyi 98.21%",98.59%,99.87%,783,"Vibrio atlanticus 98.59%
Vibrio tasmaniensis 98.21%
Vibrio pomeroyi 98.21%
Vibrio splendidus 97.95%
Vibrio crassostreae 98.08%
Vibrio gigantis 98.08%
Vibrio cyclitrophicus 97.95%
Vibrio kanaloae 97.70%
Vibrio toranzoniae 97.95%
Vibrio artabrorum 97.83%
Vibrio lentus 97.58%
Vibrio celticus 97.57%
Vibrio chagasii 97.07%
Vibrio pelagius 95.79%
Vibrio fortis 95.66%
Vibrio barjaei 95.41%
Vibrio cortegadensis 97.02%
Vibrio pacinii 95.27%
Vibrio panuliri 95.41%
Vibrio crosai 95.28%"
AQP 9544,Bacteria,"Vibrio ordalii 99.70%
Vibrio anguillarum 99.70%",99.70%,100.00%,333,"Vibrio ordalii 99.70%
Vibrio anguillarum 99.70%
Vibrio navarrensis 97.90%
Vibrio vulnificus 97.90%
Vibrio diazotrophicus 96.40%
Vibrio vulnificus 96.40%
Vibrio alfacsensis 99.33%
Vibrio zhuhaiensis 99.33%
Vibrio ponticus 99.33%
Vibrio injenensis 95.85%
Vibrio cortegadensis 95.81%
Vibrio fluvialis 95.81%
Vibrio aestuarianus 99.66%
Vibrio jasicida 99.33%
Vibrio jasicida CAIM 1864 = LMG 25398 99.33%
Vibrio panuliri 98.99%
Vibrio hyugaensis 99.66%
Vibrio pelagius 99.66%
Vibrio parahaemolyticus 99.66%
Vibrio alginolyticus 99.66%"
AQP 9464,Bacteria,"Vibrio ordalii 99.85%
Vibrio anguillarum 99.85%",99.85%,99.70%,664,"Vibrio ordalii ATCC 33509 99.85%
Vibrio anguillarum 99.85%
Vibrio vulnificus NBRC 15645 = ATCC 27562 96.98%
Vibrio cortegadensis 96.98%
Vibrio diazotrophicus 96.68%
Vibrio aestuarianus subsp. francensis 98.24%
Vibrio vulnificus 96.22%
Vibrio alginolyticus 97.75%
Vibrio crosai 97.75%
Vibrio aestuarianus 97.44%
Vibrio owensii CAIM 1854 = LMG 25443 97.59%
Vibrio rotiferianus CAIM 577 = LMG 21460 97.59%
Vibrio jasicida CAIM 1864 = LMG 25398 97.30%
Vibrio jasicida 97.29%
Vibrio bivalvicida 97.59%
Vibrio parahaemolyticus 97.43%
Vibrio kanaloae 97.14%
Vibrio hyugaensis 97.43%
Vibrio pelagius 97.43%
Vibrio campbellii CAIM 519 = NBRC 15631 97.43%"
AQP 4239,Bacteria,Vibrio splendidus,99.72%,100.00%,706,"Vibrio splendidus 99.72%
Vibrio gigantis 99.01%
Vibrio crassostreae 99.01%
Vibrio toranzoniae 99.01%
Vibrio pomeroyi 98.58%
Vibrio chagasii 98.87%
Vibrio lentus 98.73%
Vibrio artabrorum 98.73%
Vibrio kanaloae 98.59%
Vibrio atlanticus 98.45%
Vibrio celticus 98.44%
Vibrio tasmaniensis 98.31%
Vibrio cyclitrophicus 98.03%
Vibrio aestuarianus 97.45%
Vibrio fortis 97.31%
Vibrio pelagius 97.31%
Vibrio tapetis subsp. quintayensis 97.03%
Vibrio tapetis subsp. britannicus 97.03%
Vibrio tapetis 97.03%
Vibrio cortegadensis 96.88%"
AQP 4240,Bacteria,Vibrio splendidus,99.30%,99.31%,578,"Vibrio splendidus 99.30%
Vibrio crassostreae 98.62%
Vibrio pomeroyi 98.96%
Vibrio gigantis 98.62%
Vibrio toranzoniae 98.27%
Vibrio lentus 98.43%
Vibrio artabrorum 98.27%
Vibrio kanaloae 98.26%
Vibrio atlanticus 98.10%
Vibrio chagasii 98.43%
Vibrio tasmaniensis 97.93%
Vibrio cyclitrophicus 97.75%
Vibrio celticus 97.92%
Vibrio fortis 96.50%
Vibrio pelagius 96.50%
Vibrio aestuarianus 96.65%
Vibrio cortegadensis 96.33%
Vibrio tapetis subsp. quintayensis 95.99%
Vibrio tapetis subsp. britannicus 95.99%
Vibrio tapetis 95.99%"
AQP 4738,Bacteria,Vibrio splendidus,98.55%,100.00%,411,"Vibrio splendidus 98.55%
Vibrio lentus 97.59%
Vibrio pomeroyi 96.14%
Vibrio gigantis 96.14%
Vibrio crassostreae 96.14%
Vibrio atlanticus 96.14%
Vibrio celticus 96.14%
Vibrio tasmaniensis 95.89%
Vibrio artabrorum 95.89%
Vibrio cyclitrophicus 95.89%
Vibrio alfacsensis 95.87%
Vibrio ponticus 95.87%
Vibrio kanaloae 95.65%
Vibrio toranzoniae 95.65%
Vibrio chagasii 95.66%
Vibrio pacinii 95.40%
Vibrio zhuhaiensis 96.03%
Vibrio comitans 95.15%
Vibrio breoganii 95.15%
Vibrio gallicus 95.15%"
AQP 4750,Bacteria,Vibrio splendidus,99.00%,99.75%,803,"Vibrio splendidus 99.00%
Vibrio lentus 97.64%
Vibrio pomeroyi 97.25%
Vibrio gigantis 97.13%
Vibrio crassostreae 97.13%
Vibrio toranzoniae 97.00%
Vibrio artabrorum 96.88%
Vibrio atlanticus 96.89%
Vibrio chagasii 96.89%
Vibrio kanaloae 96.63%
Vibrio tasmaniensis 96.77%
Vibrio celticus 96.63%
Vibrio cyclitrophicus 96.52%
Vibrio pacinii 96.01%
Vibrio fortis 95.52%
Vibrio pelagius 95.52%
Vibrio gallaecicus 95.51%
Vibrio comitans 95.26%
Vibrio breoganii 95.26%
Vibrio gallicus 95.27%"
AQP 4751,Bacteria,Vibrio splendidus,98.75%,100.00%,802,"Vibrio splendidus 98.75%
Vibrio lentus 97.52%
Vibrio pomeroyi 97.26%
Vibrio gigantis 97.26%
Vibrio crassostreae 97.26%
Vibrio atlanticus 97.26%
Vibrio tasmaniensis 97.14%
Vibrio toranzoniae 97.13%
Vibrio artabrorum 97.01%
Vibrio kanaloae 96.76%
Vibrio cyclitrophicus 96.89%
Vibrio celticus 96.76%
Vibrio chagasii 98.81%
Vibrio pacinii 95.89%
Vibrio fortis 97.35%
Vibrio gallicus 95.40%
Vibrio pelagius 97.35%
Vibrio comitans 95.14%
Vibrio gallaecicus 95.14%
Vibrio tapetis subsp. quintayensis 97.10%"
AQP 4752,Bacteria,"Vibrio splendidus 98.77%
Vibrio gigantis 98.89%
Vibrio crassostreae 98.89%",98.77%,100.00%,814,"Vibrio splendidus 98.77%
Vibrio gigantis 98.89%
Vibrio crassostreae 98.89%
Vibrio pomeroyi 98.53%
Vibrio toranzoniae 98.77%
Vibrio artabrorum 98.65%
Vibrio atlanticus 98.41%
Vibrio celticus 98.40%
Vibrio kanaloae 98.16%
Vibrio tasmaniensis 98.29%
Vibrio cyclitrophicus 98.04%
Vibrio lentus 97.56%
Vibrio chagasii 97.18%
Vibrio pelagius 95.96%
Vibrio pacinii 95.83%
Vibrio fortis 95.83%
Vibrio panuliri 95.69%
Vibrio mediterranei 95.47%
Vibrio thalassae 95.48%
Vibrio orientalis 95.48%"
AQP 4819,Bacteria,"Vibrio tasmaniensis 98.98%
Vibrio atlanticus 98.98%
Vibrio cyclitrophicus 98.85%
Vibrio lentus 98.72%",98.98%,99.74%,784,"Vibrio tasmaniensis 98.98%
Vibrio atlanticus 98.98%
Vibrio cyclitrophicus 98.85%
Vibrio lentus 98.72%
Vibrio kanaloae 97.83%
Vibrio pomeroyi 97.70%
Vibrio splendidus 97.71%
Vibrio gigantis 97.83%
Vibrio crassostreae 97.83%
Vibrio artabrorum 97.71%
Vibrio toranzoniae 97.45%
Vibrio celticus 97.32%
Vibrio chagasii 96.82%
Vibrio pelagius 95.80%
Vibrio fortis 95.55%
Vibrio panuliri 95.54%
Vibrio crosai 95.54%
Vibrio pacinii 95.41%
Vibrio cortegadensis 97.29%
Vibrio gallicus 95.41%"
AQP 4593,Bacteria,"Vibrio tasmaniensis 99.49%
Vibrio atlanticus 99.49%
Vibrio cyclitrophicus 99.37%",99.49%,100.00%,790,"Vibrio tasmaniensis 99.49%
Vibrio atlanticus 99.49%
Vibrio cyclitrophicus 99.37%
Vibrio lentus 98.74%
Vibrio kanaloae 98.35%
Vibrio pomeroyi 98.23%
Vibrio gigantis 98.36%
Vibrio crassostreae 98.36%
Vibrio splendidus 98.11%
Vibrio artabrorum 98.23%
Vibrio toranzoniae 97.98%
Vibrio celticus 97.86%
Vibrio chagasii 96.98%
Vibrio panuliri 95.96%
Vibrio pelagius 95.97%
Vibrio fortis 95.72%
Vibrio crosai 95.71%
Vibrio cortegadensis 97.32%
Vibrio orientalis 95.59%
Vibrio orientalis CIP 102891 = ATCC 33934 95.59%"
AQP 9430,Bacteria,Vicingus serpentipes,89.29%,100.00%,795,"Vicingus serpentipes 89.29%
Wandonia haliotis NBRC 105642 87.62%
Ichthyenterobacterium magnum 86.39%
Dokdonia donghaensis 86.46%
Marinifilum fragile CECT 7942 86.88%"
AQP 9439,Bacteria,"Yoonia litorea 98.08%
Loktanella agnita 97.66%",98.08%,100.00%,728,"Yoonia litorea 98.08%
Loktanella agnita 97.66%
Loktanella acticola 96.98%
Cognatiyoonia koreensis 96.85%
Poseidonocella sedimentorum 97.09%
Yoonia rosea 96.70%
Yoonia tamlensis 96.58%
Yoonia sediminilitoris 96.57%
Yoonia maritima 96.43%
Yoonia maricola 96.15%
Nitropelagius marinus 96.39%
Yoonia vestfoldensis 95.89%
Roseovarius scapharcae 96.12%
Pseudoseohaeicola caenipelagi 96.12%
Limimaricola cinnabarinus LL-001 95.61%
Jannaschia helgolandensis 95.60%
Marimonas lutisali 95.84%
Paraphaeobacter pallidus 95.83%
Donghicola eburneus 95.71%
Roseovarius aestuarii 95.70%"
AQP 9500,Bacteria,"Yoonia tamlensis 98.29%
Yoonia litorea 97.68%
Loktanella acticola 97.44%",98.29%,100.00%,821,"Yoonia tamlensis 98.29%
Yoonia litorea 97.68%
Loktanella acticola 97.44%
Yoonia rosea 97.20%
Loktanella agnita 97.20%
Yoonia vestfoldensis 96.95%
Yoonia sediminilitoris 96.83%
Yoonia maritima 96.71%
Yoonia maricola 96.46%
Litoreibacter meonggei 95.97%
Halocynthiibacter namhaensis 95.61%
Pseudoseohaeicola caenipelagi 95.60%
Aestuariibius insulae 95.60%
Planktotalea lamellibrachiae 95.49%
Litoreibacter arenae DSM 19593 95.49%
Cognatiyoonia koreensis 95.36%
Litoreibacter halocynthiae 95.36%
Loktanella salsilacus 95.24%
Phaeobacter marinintestinus 95.12%
Sulfitobacter sabulilitoris 95.12%"
